date,Time,Soil_moisture1,Soil_moisture2,Temp,Humidity,P,L,Data_index
03-03-2021,16:00:00,1578,1374,25,84,389,98153,18
03-03-2021,16:15:00,1577,1369,24,91,235,98157,19
03-04-2021,10:45:00,1431,1239,27,91,653,98493,93
03-04-2021,15:45:00,1465,1256,26,87,1199,98159,113
03-05-2021,10:45:00,1346,1157,25,93,663,98447,189
03-05-2021,11:00:00,1350,1166,26,94,1037,98435,190
03-05-2021,11:15:00,1352,1177,27,90,810,98414,191
03-05-2021,11:30:00,1357,1189,27,88,888,98402,192
03-05-2021,11:45:00,1359,1198,28,86,919,98381,193
03-05-2021,16:15:00,1372,1160,24,86,219,98100,211
03-05-2021,16:30:00,1369,1155,23,95,131,98101,212
03-06-2021,10:00:00,1246,1068,24,96,489,98295,282
03-06-2021,10:15:00,1247,1070,25,92,571,98290,283
03-06-2021,10:30:00,1248,1074,26,86,614,98297,284
03-06-2021,16:00:00,1269,1081,25,86,336,97971,306
03-07-2021,10:00:00,1160,1005,25,94,471,98319,378
03-07-2021,10:15:00,1160,1010,26,93,524,98328,379
03-07-2021,10:30:00,1162,1013,26,85,600,98315,380
03-07-2021,10:45:00,1163,1016,26,86,574,98321,381
03-07-2021,11:00:00,1163,1020,26,84,470,98310,382
03-07-2021,11:15:00,1163,1020,25,94,512,98300,383
03-07-2021,11:30:00,1163,1022,25,95,490,98276,384
03-07-2021,11:45:00,1166,1022,25,91,455,98267,385
03-07-2021,12:30:00,1167,1025,26,90,775,98244,388
03-07-2021,12:45:00,1169,1025,26,90,609,98212,389
03-07-2021,13:00:00,1169,1026,26,95,614,98193,390
03-07-2021,13:15:00,1170,1026,28,91,958,98159,391
03-07-2021,15:15:00,1166,1018,27,93,554,98021,399
03-07-2021,16:00:00,1161,1010,24,94,213,98044,402
03-07-2021,17:00:00,1157,996,21,89,65,97932,406
03-07-2021,17:15:00,1155,992,21,83,31,97930,407
03-08-2021,09:45:00,1059,941,25,96,424,98425,473
03-08-2021,10:00:00,1059,944,26,92,495,98424,474
03-08-2021,10:15:00,1059,948,27,90,543,98442,475
03-08-2021,15:45:00,1069,965,28,90,589,98123,497
03-09-2021,10:30:00,963,892,28,95,671,98605,572
03-09-2021,10:45:00,964,897,28,87,716,98604,573
03-09-2021,15:45:00,976,911,30,95,460,98194,593
03-10-2021,12:15:00,886,868,30,95,1217,98396,675
03-10-2021,12:30:00,888,874,31,86,1409,98353,676
03-10-2021,12:45:00,890,877,31,87,1039,98324,677
03-10-2021,15:45:00,891,865,29,94,441,98157,689
03-11-2021,09:45:00,790,779,26,88,505,98645,761
03-11-2021,10:00:00,791,783,26,87,596,98646,762
03-11-2021,16:00:00,818,826,29,93,420,98277,786
03-12-2021,10:45:00,710,717,23,96,497,98870,861
03-12-2021,11:00:00,712,726,26,85,942,98855,862
03-12-2021,11:45:00,712,746,24,92,152,98812,865
3/13/2021,10:45,647,697,28,92,633,98932,957
3/13/2021,11:00,649,704,28,87,990,98928,958
3/13/2021,12:30,658,729,26,88,683,98786,964
3/13/2021,12:45,659,728,26,91,598,98752,965
3/13/2021,13:00,660,727,25,94,504,98728,966
3/13/2021,16:15,660,717,25,86,933,98523,979
3/14/2021,10:30,599,670,27,92,695,98561,1052
3/14/2021,16:15,620,706,25,88,563,98225,1075
3/14/2021,16:30,618,703,24,94,223,98221,1076
3/15/2021,10:00,564,645,26,89,608,98404,1146
3/15/2021,10:15,565,649,27,84,674,98406,1147
3/15/2021,15:45,581,693,27,85,724,98151,1169
3/15/2021,16:00,581,692,26,91,556,98144,1170
3/15/2021,16:15,579,690,25,97,326,98145,1171
3/16/2021,10:15,539,645,28,91,703,98510,1243
3/16/2021,10:30,540,649,28,86,764,98501,1244
3/16/2021,16:00,552,685,26,83,655,98178,1266
3/16/2021,16:15,551,683,25,91,366,98176,1267
3/17/2021,10:00,508,609,28,94,668,98373,1338
3/17/2021,10:15,509,613,29,87,727,98367,1339
3/17/2021,16:15,523,661,26,94,442,97997,1363
3/18/2021,09:45,494,598,28,94,642,98399,1433
3/18/2021,10:00,495,601,29,89,732,98383,1434
3/18/2021,16:30,511,646,27,83,276,98061,1460
3/19/2021,09:45,482,578,28,93,684,98405,1529
3/19/2021,16:15,499,623,27,83,498,97960,1555
3/19/2021,16:30,498,622,27,86,305,97961,1556
3/19/2021,16:45,498,621,26,88,218,97965,1557
3/20/2021,09:15,470,551,28,86,558,98234,1623
3/20/2021,17:00,488,600,25,85,158,97759,1654
3/20/2021,17:15,487,598,24,91,111,97749,1655
3/21/2021,16:45,474,562,22,84,205,97875,1749
3/21/2021,17:00,474,561,21,89,152,97847,1750
3/21/2021,17:15,474,559,21,91,142,97830,1751
3/22/2021,12:30,456,520,27,90,1216,98272,1828
3/22/2021,16:30,459,532,27,87,406,98147,1844
3/22/2021,16:45,459,532,26,84,277,98152,1845
3/23/2021,01:30,454,489,20,93,0,98092,1880
3/23/2021,13:00,437,489,25,94,878,98566,1926
3/23/2021,13:15,437,489,25,88,591,98519,1927
3/23/2021,13:30,437,489,24,89,427,98521,1928
3/24/2021,09:15,411,447,25,94,535,98744,2007
3/24/2021,09:30,411,450,26,89,572,98758,2008
3/24/2021,17:00,421,475,24,86,190,98357,2038
3/24/2021,17:15,420,474,23,92,138,98360,2039
3/25/2021,09:00,409,437,24,96,587,98551,2102
3/25/2021,09:15,409,439,25,90,638,98570,2103
3/25/2021,09:30,410,440,25,85,689,98599,2104
3/25/2021,17:15,415,459,22,88,121,98295,2135
3/26/2021,09:00,403,428,25,89,681,98437,2198
3/26/2021,09:15,404,430,25,83,732,98450,2199
3/26/2021,17:15,407,446,24,92,135,97975,2231
3/27/2021,09:00,403,421,27,92,732,98200,2294
3/27/2021,17:30,404,426,24,81,89,97853,2328
3/27/2021,17:45,403,424,23,94,47,97857,2329
3/28/2021,08:45,405,414,27,94,712,98004,2389
3/28/2021,17:00,410,407,29,93,232,97495,2422
3/29/2021,08:30,407,397,25,91,555,97784,2484
3/29/2021,08:45,407,399,26,84,669,97781,2485
3/29/2021,17:15,407,377,28,91,196,97222,2519
3/30/2021,08:30,402,383,26,91,787,97133,2580
3/30/2021,19:15,395,343,24,81,0,97124,2623
3/30/2021,19:30,395,344,23,82,0,97139,2624
3/30/2021,19:45,395,344,23,83,0,97157,2625
3/30/2021,20:00,395,345,22,82,0,97173,2626
3/30/2021,20:15,395,345,22,82,0,97197,2627
3/30/2021,20:30,395,345,22,86,0,97222,2628
3/30/2021,20:45,395,346,21,88,0,97234,2629
3/30/2021,21:00,395,346,21,85,0,97246,2630
3/30/2021,21:15,395,347,21,83,0,97250,2631
3/30/2021,21:30,396,347,21,83,0,97262,2632
3/30/2021,21:45,396,348,21,83,0,97271,2633
3/30/2021,22:00,395,348,20,87,0,97273,2634
3/30/2021,22:15,396,348,20,91,0,97289,2635
3/31/2021,07:30,395,355,18,84,442,97329,2672
3/31/2021,20:30,387,330,15,76,0,97403,2724
3/31/2021,20:45,387,331,14,79,0,97410,2725
3/31/2021,21:00,387,330,14,84,0,97426,2726
3/31/2021,21:15,387,331,13,90,0,97422,2727
04-01-2021,05:45:00,387,338,10,92,31,97283,2761
04-01-2021,06:00:00,387,338,10,93,77,97306,2762
04-01-2021,06:15:00,387,339,10,93,118,97319,2763
04-01-2021,06:45:00,386,339,12,93,174,97347,2765
04-01-2021,07:00:00,386,340,13,81,190,97360,2766
04-01-2021,19:15:00,374,311,15,78,0,97412,2815
04-01-2021,19:30:00,374,312,15,77,0,97433,2816
04-01-2021,19:45:00,374,312,14,79,0,97448,2817
04-01-2021,20:00:00,374,313,14,82,0,97463,2818
04-01-2021,20:15:00,374,314,13,90,0,97479,2819
04-01-2021,20:30:00,374,315,13,93,0,97494,2820
04-02-2021,07:15:00,375,325,14,81,255,97675,2863
04-02-2021,20:00:00,361,295,12,81,0,97881,2914
04-02-2021,20:15:00,361,295,12,84,0,97894,2915
04-02-2021,20:30:00,361,296,11,87,0,97902,2916
04-02-2021,20:45:00,361,296,11,87,0,97919,2917
04-03-2021,07:15:00,364,310,15,83,296,98021,2959
04-03-2021,20:30:00,346,273,14,79,0,98083,3012
04-03-2021,20:45:00,346,274,13,81,0,98106,3013
04-03-2021,21:00:00,346,275,13,82,0,98112,3014
04-03-2021,21:15:00,347,276,13,81,0,98116,3015
04-03-2021,21:45:00,347,277,13,81,0,98139,3017
04-03-2021,22:00:00,347,278,13,85,0,98154,3018
04-03-2021,22:15:00,348,278,13,85,0,98148,3019
04-03-2021,22:30:00,348,279,13,82,0,98135,3020
04-03-2021,23:00:00,348,280,13,77,0,98135,3022
04-03-2021,23:15:00,348,281,12,89,0,98128,3023
04-03-2021,23:30:00,349,281,12,89,0,98124,3024
04-03-2021,23:45:00,349,281,11,92,0,98113,3025
04-04-2021,07:15:00,353,293,17,78,306,98134,3055
04-04-2021,21:30:00,331,245,16,78,0,98015,3112
04-05-2021,00:00:00,334,252,17,77,0,97966,3122
04-05-2021,01:45:00,336,256,19,76,0,97857,3129
04-05-2021,02:00:00,336,256,18,81,0,97856,3130
04-05-2021,02:15:00,337,256,18,84,0,97850,3131
04-05-2021,02:30:00,337,257,18,87,0,97859,3132
04-05-2021,02:45:00,337,257,18,87,0,97856,3133
04-05-2021,03:00:00,337,257,17,89,0,97862,3134
04-05-2021,03:15:00,338,258,17,92,0,97851,3135
04-05-2021,03:30:00,338,258,16,93,0,97854,3136
04-05-2021,07:15:00,341,265,21,82,420,98033,3151
04-05-2021,23:00:00,323,230,18,75,0,97868,3214
04-06-2021,01:00:00,326,235,18,76,0,97847,3222
04-06-2021,01:15:00,326,236,17,81,0,97820,3223
04-06-2021,01:30:00,327,236,17,83,0,97824,3224
04-06-2021,01:45:00,327,237,17,87,0,97818,3225
04-06-2021,02:00:00,327,238,17,87,0,97798,3226
04-06-2021,02:15:00,328,238,16,88,0,97784,3227
04-06-2021,02:30:00,328,239,16,92,0,97772,3228
04-06-2021,03:45:00,329,242,17,93,0,97765,3233
04-06-2021,04:00:00,330,242,17,94,0,97782,3234
04-06-2021,04:15:00,330,243,17,94,0,97798,3235
04-06-2021,04:30:00,330,243,17,93,0,97785,3236
04-06-2021,04:45:00,330,244,17,92,0,97777,3237
04-06-2021,05:00:00,331,244,17,93,0,97787,3238
04-06-2021,05:15:00,331,244,17,93,0,97796,3239
04-06-2021,05:30:00,331,245,16,94,2,97799,3240
04-06-2021,05:45:00,332,245,16,96,18,97798,3241
04-06-2021,07:00:00,332,246,20,82,222,97869,3246
04-06-2021,20:15:00,314,214,22,78,0,97842,3299
04-07-2021,20:00:00,304,210,21,75,0,98080,3394
04-07-2021,20:15:00,304,211,20,79,0,98093,3395
04-07-2021,20:30:00,304,212,20,80,0,98105,3396
04-07-2021,20:45:00,304,213,20,76,0,98116,3397
04-07-2021,21:30:00,305,215,21,76,0,98136,3400
04-07-2021,21:45:00,305,216,20,80,0,98140,3401
04-07-2021,22:00:00,305,216,20,85,0,98142,3402
04-07-2021,22:15:00,306,217,20,84,0,98139,3403
04-07-2021,22:30:00,306,217,20,83,0,98137,3404
04-07-2021,22:45:00,306,218,20,85,0,98127,3405
04-07-2021,23:00:00,307,219,20,82,0,98116,3406
04-07-2021,23:15:00,307,219,20,78,0,98109,3407
04-07-2021,23:30:00,307,220,20,77,0,98094,3408
04-07-2021,23:45:00,307,220,20,76,0,98093,3409
04-08-2021,00:00:00,307,221,20,75,0,98084,3410
04-08-2021,00:15:00,308,221,19,75,0,98069,3411
04-08-2021,00:30:00,308,222,19,75,0,98054,3412
04-08-2021,00:45:00,309,223,18,80,0,98042,3413
04-08-2021,01:00:00,309,223,18,83,0,98040,3414
04-08-2021,01:15:00,309,224,17,87,0,98022,3415
04-08-2021,01:30:00,309,225,17,89,0,98006,3416
04-08-2021,01:45:00,310,225,17,91,0,97987,3417
04-08-2021,07:15:00,314,238,18,90,437,98072,3439
04-08-2021,07:30:00,315,238,20,78,549,98083,3440
04-08-2021,20:00:00,293,202,16,76,0,98019,3490
04-08-2021,20:45:00,294,205,15,76,0,98053,3493
04-08-2021,21:00:00,295,207,15,77,0,98067,3494
04-08-2021,21:15:00,295,208,15,78,0,98074,3495
04-08-2021,21:30:00,296,209,15,79,0,98074,3496
04-08-2021,21:45:00,296,210,14,83,0,98082,3497
04-08-2021,22:00:00,296,211,14,85,0,98087,3498
04-08-2021,22:15:00,297,212,14,86,0,98087,3499
04-08-2021,22:30:00,297,213,14,85,0,98076,3500
04-08-2021,22:45:00,298,214,14,82,0,98085,3501
04-08-2021,23:00:00,298,214,14,81,0,98075,3502
04-08-2021,23:15:00,298,215,14,82,0,98077,3503
04-08-2021,23:30:00,299,216,15,77,0,98086,3504
04-08-2021,23:45:00,299,217,14,78,0,98085,3505
04-09-2021,00:00:00,299,218,14,82,0,98082,3506
04-09-2021,00:15:00,300,218,13,86,0,98068,3507
04-09-2021,00:30:00,301,219,13,93,0,98056,3508
04-09-2021,07:00:00,309,236,17,89,280,98111,3534
04-10-2021,04:30:00,297,217,13,77,0,98082,3620
04-10-2021,04:45:00,298,217,12,81,0,98093,3621
04-10-2021,05:00:00,298,218,12,85,0,98101,3622
04-10-2021,05:15:00,299,219,11,92,1,98123,3623
04-10-2021,06:45:00,300,222,15,92,240,98222,3629
04-10-2021,23:45:00,272,191,14,77,0,98262,3697
04-11-2021,00:00:00,273,192,14,80,0,98256,3698
04-11-2021,00:15:00,274,194,13,80,0,98248,3699
04-11-2021,00:30:00,275,195,13,80,0,98243,3700
04-11-2021,00:45:00,276,196,13,82,0,98218,3701
04-11-2021,01:00:00,277,197,13,83,0,98200,3702
04-11-2021,01:15:00,278,199,13,82,0,98191,3703
04-11-2021,01:30:00,279,200,13,84,0,98181,3704
04-11-2021,01:45:00,280,201,14,82,0,98173,3705
04-11-2021,02:00:00,281,202,13,80,0,98152,3706
04-11-2021,02:15:00,282,203,13,84,0,98140,3707
04-11-2021,02:30:00,282,204,13,92,0,98124,3708
04-11-2021,06:30:00,293,218,15,94,924,98237,3724
4/13/2021,01:30,269,180,16,84,0,98150,3896
4/13/2021,01:45,270,182,17,82,0,98128,3897
4/13/2021,02:00,270,183,17,80,0,98118,3898
4/13/2021,02:15,272,184,17,77,0,98109,3899
4/13/2021,02:30,272,185,16,82,0,98085,3900
4/13/2021,02:45,273,187,16,81,0,98072,3901
4/13/2021,03:00,274,188,16,84,0,98071,3902
4/13/2021,03:15,275,189,16,85,0,98080,3903
4/13/2021,03:30,276,190,15,85,0,98069,3904
4/13/2021,03:45,277,191,15,87,0,98074,3905
4/13/2021,04:00,278,193,15,91,0,98070,3906
4/13/2021,04:15,279,193,16,82,0,98076,3907
4/14/2021,02:45,272,178,16,80,0,97926,3997
4/14/2021,03:00,273,179,17,78,0,97915,3998
4/14/2021,03:15,274,180,17,77,0,97905,3999
4/14/2021,03:30,275,181,17,79,0,97891,4000
4/14/2021,03:45,275,183,17,80,0,97897,4001
4/14/2021,04:00,277,184,17,85,0,97886,4002
4/14/2021,04:15,277,185,18,79,0,97882,4003
4/14/2021,05:00,279,187,19,75,0,97879,4006
4/15/2021,02:45,270,168,19,76,0,97734,4093
4/15/2021,03:15,272,170,18,78,0,97735,4095
4/15/2021,03:30,273,170,18,81,0,97731,4096
4/15/2021,03:45,274,171,18,78,0,97740,4097
4/15/2021,04:00,275,172,18,78,0,97744,4098
4/15/2021,04:15,275,173,18,82,0,97767,4099
4/16/2021,03:00,275,167,15,76,0,97629,4190
4/16/2021,02:15,276,169,15,80,0,97622,4191
4/16/2021,02:30,277,170,15,79,0,97615,4192
4/16/2021,02:45,277,171,15,79,0,97620,4193
4/16/2021,03:00,278,172,15,85,0,97628,4194
4/16/2021,03:15,279,173,14,85,0,97652,4195
4/16/2021,03:30,280,174,14,88,0,97685,4196
4/16/2021,04:00,282,177,15,95,0,97698,4198
4/16/2021,04:45,284,180,15,95,187,97739,4201
4/16/2021,05:15,286,181,17,93,738,97778,4203
4/16/2021,05:30,286,181,20,75,1130,97789,4204
3/20/2021,14:30,489,609,34,43,2556,97878,1644
3/20/2021,14:45,489,609,34,43,3508,97857,1645
3/24/2021,13:15,425,489,32,43,3010,98509,2023
3/24/2021,13:30,425,488,33,41,3244,98480,2024
3/24/2021,13:45,425,487,33,42,3366,98451,2025
3/24/2021,14:00,425,487,34,41,3463,98421,2026
3/24/2021,14:15,425,486,34,41,3554,98399,2027
3/24/2021,14:30,425,487,34,39,3653,98388,2028
3/24/2021,14:45,426,487,34,39,3379,98384,2029
3/24/2021,15:00,425,485,33,42,2675,98380,2030
3/24/2021,15:15,425,484,31,42,1044,98378,2031
3/24/2021,15:30,425,483,30,42,735,98363,2032
3/25/2021,13:30,420,470,31,39,3186,98433,2120
3/25/2021,13:45,420,469,31,34,2857,98401,2121
3/25/2021,14:00,419,469,32,38,3426,98370,2122
3/25/2021,14:15,420,469,32,40,3195,98344,2123
3/25/2021,14:30,419,469,31,38,2277,98337,2124
3/25/2021,14:45,419,468,31,40,2537,98327,2125
3/25/2021,15:00,418,467,28,41,875,98332,2126
3/26/2021,13:00,416,464,33,43,2432,98245,2214
3/26/2021,13:30,416,462,34,42,3599,98196,2216
3/26/2021,13:45,416,462,34,41,3607,98167,2217
3/26/2021,14:00,416,461,35,40,3678,98145,2218
3/26/2021,14:15,416,461,35,38,3758,98134,2219
3/26/2021,14:30,416,460,35,37,3942,98111,2220
3/26/2021,14:45,416,460,35,36,4090,98076,2221
3/26/2021,15:00,416,458,34,38,4084,98059,2222
3/26/2021,15:15,415,457,32,41,2623,98041,2223
3/27/2021,11:45,413,443,34,43,2316,98186,2305
3/27/2021,12:00,414,447,34,40,2380,98161,2306
3/27/2021,12:15,415,447,35,41,2340,98143,2307
3/27/2021,12:30,415,448,35,39,2370,98114,2308
3/27/2021,12:45,416,447,35,38,2311,98094,2309
3/27/2021,13:00,416,447,35,37,2742,98071,2310
3/27/2021,13:15,416,445,36,38,3652,98048,2311
3/27/2021,13:30,415,444,36,37,3757,98028,2312
3/27/2021,13:45,414,443,36,36,3798,98006,2313
3/27/2021,14:00,414,442,36,36,3802,97992,2314
3/27/2021,14:15,414,441,36,35,3775,97971,2315
3/27/2021,14:30,414,441,36,35,3831,97955,2316
3/27/2021,14:45,414,441,36,36,3919,97932,2317
3/27/2021,15:00,413,440,36,37,3709,97913,2318
3/27/2021,15:15,413,439,35,39,1667,97893,2319
3/27/2021,15:30,412,437,33,42,702,97895,2320
3/28/2021,11:15,415,428,35,43,2142,97964,2399
3/28/2021,11:30,415,429,35,43,2308,97935,2400
3/28/2021,11:45,416,429,36,42,2438,97912,2401
3/28/2021,12:00,417,428,37,42,2425,97887,2402
3/28/2021,12:15,418,428,37,41,2346,97860,2403
3/28/2021,12:30,418,427,38,41,2439,97830,2404
3/28/2021,12:45,419,427,38,39,2385,97802,2405
3/28/2021,13:00,419,426,38,40,2688,97778,2406
3/28/2021,13:15,419,424,38,37,3407,97760,2407
3/28/2021,13:30,418,423,38,37,3496,97729,2408
3/28/2021,13:45,418,423,39,35,3571,97703,2409
3/28/2021,14:00,418,421,39,35,3413,97675,2410
3/28/2021,14:15,418,420,40,34,3340,97649,2411
3/28/2021,14:30,417,419,39,36,3410,97615,2412
3/28/2021,14:45,417,418,39,35,3350,97594,2413
3/28/2021,15:00,417,417,39,37,2975,97575,2414
3/28/2021,15:15,417,416,37,40,1497,97560,2415
3/28/2021,15:30,416,415,36,41,933,97552,2416
3/29/2021,11:45,411,397,35,43,2423,97651,2497
3/29/2021,12:00,414,397,35,42,2376,97623,2498
3/29/2021,12:15,417,398,36,42,2394,97599,2499
3/29/2021,12:30,417,396,36,41,2332,97565,2500
3/29/2021,12:45,417,395,36,41,2056,97538,2501
3/29/2021,13:00,416,393,36,38,2151,97507,2502
3/29/2021,13:15,416,392,36,37,2344,97490,2503
3/29/2021,13:30,415,391,37,37,2432,97469,2504
3/29/2021,13:45,415,390,38,38,2654,97440,2505
3/29/2021,14:00,415,388,38,35,2859,97420,2506
3/29/2021,14:15,415,388,39,29,3254,97395,2507
3/29/2021,14:30,414,387,40,29,3292,97368,2508
3/29/2021,14:45,414,386,40,30,3381,97339,2509
3/29/2021,15:00,414,386,40,30,2807,97308,2510
3/29/2021,15:15,414,385,39,28,1338,97279,2511
3/29/2021,15:30,413,384,37,32,1176,97263,2512
3/29/2021,15:45,413,383,36,35,1056,97249,2513
3/29/2021,16:00,412,382,35,40,1025,97235,2514
3/30/2021,10:00,408,388,34,43,1487,97159,2586
3/30/2021,10:15,409,387,35,41,1661,97156,2587
3/30/2021,10:30,410,387,36,38,1809,97147,2588
3/30/2021,10:45,411,386,37,36,2066,97142,2589
3/30/2021,11:00,412,383,38,35,2279,97137,2590
3/30/2021,11:15,413,381,38,34,2604,97130,2591
3/30/2021,11:30,413,378,38,34,2792,97122,2592
3/30/2021,11:45,414,374,39,31,3000,97114,2593
3/30/2021,12:00,413,370,38,30,2906,97122,2594
3/30/2021,12:15,413,367,39,32,2860,97117,2595
3/30/2021,12:30,412,364,38,33,2942,97102,2596
3/30/2021,12:45,411,361,38,35,2694,97088,2597
3/30/2021,13:00,411,359,38,35,3057,97077,2598
3/30/2021,13:15,409,357,37,35,3675,97059,2599
3/30/2021,13:30,408,355,38,31,3936,97044,2600
3/30/2021,13:45,407,353,38,31,3915,97039,2601
3/30/2021,14:00,406,352,39,30,3884,97025,2602
3/30/2021,14:15,406,351,39,30,3638,97009,2603
3/30/2021,14:30,405,350,38,31,3539,96995,2604
3/30/2021,14:45,404,349,38,33,3281,96980,2605
3/30/2021,15:00,403,348,37,33,3031,96968,2606
3/30/2021,15:15,402,347,36,35,1647,96979,2607
3/30/2021,15:30,402,346,35,36,1275,96976,2608
3/30/2021,15:45,401,345,34,37,801,96966,2609
3/30/2021,16:00,398,337,33,39,1173,96960,2610
3/30/2021,16:15,392,333,32,42,529,96966,2611
3/31/2021,09:00,396,366,27,42,1148,97424,2678
3/31/2021,09:15,397,367,28,40,1261,97438,2679
3/31/2021,09:30,397,367,29,38,1343,97433,2680
3/31/2021,09:45,398,366,30,35,1489,97449,2681
3/31/2021,10:00,399,366,31,34,1719,97450,2682
3/31/2021,10:15,400,366,32,33,1893,97452,2683
3/31/2021,10:30,400,365,32,31,2100,97456,2684
3/31/2021,10:45,401,364,33,31,2486,97442,2685
3/31/2021,11:00,401,359,34,28,2795,97423,2686
3/31/2021,16:45,388,320,29,24,207,97206,2709
3/31/2021,17:00,388,320,28,28,166,97210,2710
3/31/2021,17:15,387,320,27,30,132,97211,2711
3/31/2021,17:30,387,320,25,33,98,97216,2712
3/31/2021,17:45,386,321,24,37,62,97230,2713
3/31/2021,18:00,386,321,22,41,27,97240,2714
04-01-2021,08:15:00,385,346,22,40,768,97463,2771
04-01-2021,08:30:00,385,348,23,37,965,97482,2772
04-01-2021,08:45:00,385,351,24,35,1108,97504,2773
04-01-2021,09:00:00,386,353,26,33,1200,97497,2774
04-01-2021,09:15:00,386,355,27,30,1347,97498,2775
04-01-2021,09:30:00,387,355,28,28,1468,97495,2776
04-01-2021,09:45:00,388,355,28,26,1629,97501,2777
04-01-2021,10:00:00,389,354,29,26,1792,97500,2778
04-01-2021,17:00:00,375,303,27,24,202,97303,2806
04-01-2021,17:15:00,375,303,26,27,153,97310,2807
04-01-2021,17:30:00,374,303,24,30,110,97327,2808
04-01-2021,17:45:00,374,304,23,35,67,97326,2809
04-02-2021,08:15:00,374,331,22,41,835,97733,2867
04-02-2021,08:30:00,374,333,24,35,1032,97744,2868
04-02-2021,08:45:00,374,335,25,34,1171,97756,2869
04-02-2021,09:00:00,375,337,27,30,1309,97770,2870
04-02-2021,09:15:00,376,339,28,29,1420,97798,2871
04-02-2021,09:30:00,376,339,29,27,1512,97803,2872
04-02-2021,09:45:00,378,339,30,26,1616,97814,2873
04-02-2021,17:30:00,361,283,24,30,100,97685,2904
04-02-2021,17:45:00,361,284,22,33,68,97698,2905
04-02-2021,18:00:00,360,285,20,31,33,97725,2906
04-02-2021,18:15:00,360,286,19,36,5,97749,2907
04-02-2021,18:30:00,360,287,17,42,0,97767,2908
04-03-2021,08:15:00,363,316,24,42,838,98094,2963
04-03-2021,08:30:00,363,318,26,36,1057,98118,2964
04-03-2021,08:45:00,364,320,28,31,1209,98134,2965
04-03-2021,09:00:00,365,322,30,29,1337,98151,2966
04-03-2021,17:15:00,348,258,28,25,165,97903,2999
04-03-2021,17:30:00,347,259,26,29,125,97914,3000
04-03-2021,17:45:00,347,259,24,34,74,97934,3001
04-03-2021,18:00:00,346,260,22,39,30,97944,3002
04-03-2021,18:15:00,346,261,20,42,6,97960,3003
04-04-2021,08:15:00,353,296,27,42,930,98166,3059
04-04-2021,08:30:00,354,296,29,38,1134,98167,3060
04-04-2021,08:45:00,355,296,30,34,1286,98172,3061
04-04-2021,09:00:00,355,296,32,31,1416,98183,3062
04-04-2021,09:15:00,356,296,33,28,1483,98192,3063
04-04-2021,17:30:00,333,229,29,28,154,97850,3096
04-04-2021,17:45:00,332,229,27,31,74,97860,3097
04-04-2021,18:00:00,331,230,26,34,32,97876,3098
04-04-2021,18:15:00,331,230,25,36,8,97899,3099
04-04-2021,18:30:00,331,231,24,37,0,97917,3100
04-04-2021,18:45:00,330,232,23,38,0,97917,3101
04-04-2021,19:00:00,330,233,23,39,0,97928,3102
04-04-2021,19:15:00,330,234,22,41,0,97930,3103
04-05-2021,08:00:00,342,264,28,44,876,98074,3154
04-05-2021,08:15:00,342,263,30,40,949,98090,3155
04-05-2021,08:30:00,342,261,31,37,998,98094,3156
04-05-2021,08:45:00,342,260,31,36,922,98104,3157
04-05-2021,09:00:00,343,259,32,36,1353,98113,3158
04-05-2021,09:15:00,344,257,34,32,1354,98136,3159
04-05-2021,09:30:00,344,256,35,29,1754,98162,3160
04-05-2021,09:45:00,344,255,35,30,1788,98144,3161
04-05-2021,10:00:00,344,253,35,29,1393,98170,3162
04-05-2021,10:15:00,344,251,36,28,1940,98175,3163
04-05-2021,10:30:00,345,249,36,27,1526,98173,3164
04-05-2021,10:45:00,344,247,36,29,2027,98152,3165
04-05-2021,11:00:00,344,243,37,29,2882,98132,3166
04-05-2021,11:15:00,344,238,36,28,2420,98112,3167
04-05-2021,11:30:00,343,234,36,27,2731,98095,3168
04-05-2021,17:00:00,323,211,31,29,362,97775,3190
04-05-2021,17:15:00,322,211,30,31,299,97776,3191
04-05-2021,17:30:00,321,212,29,34,191,97760,3192
04-05-2021,17:45:00,321,212,27,38,110,97745,3193
04-05-2021,18:00:00,321,213,25,43,53,97755,3194
04-06-2021,09:15:00,334,244,27,43,432,98057,3255
04-06-2021,09:30:00,334,243,27,42,355,98070,3256
04-06-2021,10:15:00,334,242,27,43,462,98115,3259
04-06-2021,10:30:00,334,241,28,40,630,98081,3260
04-06-2021,10:45:00,334,240,29,39,583,98032,3261
04-06-2021,11:00:00,334,239,29,38,867,97956,3262
04-06-2021,11:15:00,334,238,30,35,654,97959,3263
04-06-2021,11:30:00,334,237,30,35,838,97905,3264
04-06-2021,11:45:00,334,236,32,31,1669,97951,3265
04-06-2021,12:00:00,335,235,34,28,1689,97938,3266
04-06-2021,12:15:00,335,233,36,26,2427,97900,3267
04-06-2021,16:15:00,323,210,33,29,681,97508,3283
04-06-2021,16:30:00,321,209,32,30,505,97532,3284
04-06-2021,16:45:00,321,209,32,31,419,97525,3285
04-06-2021,17:00:00,320,208,31,33,307,97509,3286
04-06-2021,17:15:00,319,208,30,36,218,97538,3287
04-06-2021,17:30:00,318,208,28,37,144,97518,3288
04-06-2021,17:45:00,317,208,27,41,95,97533,3289
04-06-2021,18:00:00,317,209,26,42,45,97514,3290
04-07-2021,10:15:00,327,239,34,41,1985,98390,3355
04-07-2021,10:30:00,327,238,35,40,2172,98370,3356
