date,Time,Soil_moisture1,Soil_moisture2,Temp,Humidity,P,L,Data_index,coeff(K),assumed_temp,deviation_from_original(temp)
03-03-2021,16:00:00,1578,1374,25,84,389,98153,18,2100,16.95559524,8.044404762
03-03-2021,16:15:00,1577,1369,24,91,235,98157,19,2184,15.65131868,8.348681319
03-04-2021,10:45:00,1431,1239,27,91,653,98493,93,2457,15.65131868,11.34868132
03-04-2021,15:45:00,1465,1256,26,87,1199,98159,113,2262,16.37091954,9.62908046
03-05-2021,10:45:00,1346,1157,25,93,663,98447,189,2325,15.31473118,9.685268817
03-05-2021,11:00:00,1350,1166,26,94,1037,98435,190,2444,15.15180851,10.84819149
03-05-2021,11:15:00,1352,1177,27,90,810,98414,191,2430,15.82522222,11.17477778
03-05-2021,11:30:00,1357,1189,27,88,888,98402,192,2376,16.18488636,10.81511364
03-05-2021,11:45:00,1359,1198,28,86,919,98381,193,2408,16.56127907,11.43872093
03-05-2021,16:15:00,1372,1160,24,86,219,98100,211,2064,16.56127907,7.43872093
03-05-2021,16:30:00,1369,1155,23,95,131,98101,212,2185,14.99231579,8.007684211
03-06-2021,10:00:00,1246,1068,24,96,489,98295,282,2304,14.83614583,9.163854167
03-06-2021,10:15:00,1247,1070,25,92,571,98290,283,2300,15.48119565,9.518804348
03-06-2021,10:30:00,1248,1074,26,86,614,98297,284,2236,16.56127907,9.43872093
03-06-2021,16:00:00,1269,1081,25,86,336,97971,306,2150,16.56127907,8.43872093
03-07-2021,10:00:00,1160,1005,25,94,471,98319,378,2350,15.15180851,9.848191489
03-07-2021,10:15:00,1160,1010,26,93,524,98328,379,2418,15.31473118,10.68526882
03-07-2021,10:30:00,1162,1013,26,85,600,98315,380,2210,16.75611765,9.243882353
03-07-2021,10:45:00,1163,1016,26,86,574,98321,381,2236,16.56127907,9.43872093
03-07-2021,11:00:00,1163,1020,26,84,470,98310,382,2184,16.95559524,9.044404762
03-07-2021,11:15:00,1163,1020,25,94,512,98300,383,2350,15.15180851,9.848191489
03-07-2021,11:30:00,1163,1022,25,95,490,98276,384,2375,14.99231579,10.00768421
03-07-2021,11:45:00,1166,1022,25,91,455,98267,385,2275,15.65131868,9.348681319
03-07-2021,12:30:00,1167,1025,26,90,775,98244,388,2340,15.82522222,10.17477778
03-07-2021,12:45:00,1169,1025,26,90,609,98212,389,2340,15.82522222,10.17477778
03-07-2021,13:00:00,1169,1026,26,95,614,98193,390,2470,14.99231579,11.00768421
03-07-2021,13:15:00,1170,1026,28,91,958,98159,391,2548,15.65131868,12.34868132
03-07-2021,15:15:00,1166,1018,27,93,554,98021,399,2511,15.31473118,11.68526882
03-07-2021,16:00:00,1161,1010,24,94,213,98044,402,2256,15.15180851,8.848191489
03-07-2021,17:00:00,1157,996,21,89,65,97932,406,1869,16.00303371,4.996966292
03-07-2021,17:15:00,1155,992,21,83,31,97930,407,1743,17.15987952,3.840120482
03-08-2021,09:45:00,1059,941,25,96,424,98425,473,2400,14.83614583,10.16385417
03-08-2021,10:00:00,1059,944,26,92,495,98424,474,2392,15.48119565,10.51880435
03-08-2021,10:15:00,1059,948,27,90,543,98442,475,2430,15.82522222,11.17477778
03-08-2021,15:45:00,1069,965,28,90,589,98123,497,2520,15.82522222,12.17477778
03-09-2021,10:30:00,963,892,28,95,671,98605,572,2660,14.99231579,13.00768421
03-09-2021,10:45:00,964,897,28,87,716,98604,573,2436,16.37091954,11.62908046
03-09-2021,15:45:00,976,911,30,95,460,98194,593,2850,14.99231579,15.00768421
03-10-2021,12:15:00,886,868,30,95,1217,98396,675,2850,14.99231579,15.00768421
03-10-2021,12:30:00,888,874,31,86,1409,98353,676,2666,16.56127907,14.43872093
03-10-2021,12:45:00,890,877,31,87,1039,98324,677,2697,16.37091954,14.62908046
03-10-2021,15:45:00,891,865,29,94,441,98157,689,2726,15.15180851,13.84819149
03-11-2021,09:45:00,790,779,26,88,505,98645,761,2288,16.18488636,9.815113636
03-11-2021,10:00:00,791,783,26,87,596,98646,762,2262,16.37091954,9.62908046
03-11-2021,16:00:00,818,826,29,93,420,98277,786,2697,15.31473118,13.68526882
03-12-2021,10:45:00,710,717,23,96,497,98870,861,2208,14.83614583,8.163854167
03-12-2021,11:00:00,712,726,26,85,942,98855,862,2210,16.75611765,9.243882353
03-12-2021,11:45:00,712,746,24,92,152,98812,865,2208,15.48119565,8.518804348
3/13/2021,10:45,647,697,28,92,633,98932,957,2576,15.48119565,12.51880435
3/13/2021,11:00,649,704,28,87,990,98928,958,2436,16.37091954,11.62908046
3/13/2021,12:30,658,729,26,88,683,98786,964,2288,16.18488636,9.815113636
3/13/2021,12:45,659,728,26,91,598,98752,965,2366,15.65131868,10.34868132
3/13/2021,13:00,660,727,25,94,504,98728,966,2350,15.15180851,9.848191489
3/13/2021,16:15,660,717,25,86,933,98523,979,2150,16.56127907,8.43872093
3/14/2021,10:30,599,670,27,92,695,98561,1052,2484,15.48119565,11.51880435
3/14/2021,16:15,620,706,25,88,563,98225,1075,2200,16.18488636,8.815113636
3/14/2021,16:30,618,703,24,94,223,98221,1076,2256,15.15180851,8.848191489
3/15/2021,10:00,564,645,26,89,608,98404,1146,2314,16.00303371,9.996966292
3/15/2021,10:15,565,649,27,84,674,98406,1147,2268,16.95559524,10.04440476
3/15/2021,15:45,581,693,27,85,724,98151,1169,2295,16.75611765,10.24388235
3/15/2021,16:00,581,692,26,91,556,98144,1170,2366,15.65131868,10.34868132
3/15/2021,16:15,579,690,25,97,326,98145,1171,2425,14.68319588,10.31680412
3/16/2021,10:15,539,645,28,91,703,98510,1243,2548,15.65131868,12.34868132
3/16/2021,10:30,540,649,28,86,764,98501,1244,2408,16.56127907,11.43872093
3/16/2021,16:00,552,685,26,83,655,98178,1266,2158,17.15987952,8.840120482
3/16/2021,16:15,551,683,25,91,366,98176,1267,2275,15.65131868,9.348681319
3/17/2021,10:00,508,609,28,94,668,98373,1338,2632,15.15180851,12.84819149
3/17/2021,10:15,509,613,29,87,727,98367,1339,2523,16.37091954,12.62908046
3/17/2021,16:15,523,661,26,94,442,97997,1363,2444,15.15180851,10.84819149
3/18/2021,09:45,494,598,28,94,642,98399,1433,2632,15.15180851,12.84819149
3/18/2021,10:00,495,601,29,89,732,98383,1434,2581,16.00303371,12.99696629
3/18/2021,16:30,511,646,27,83,276,98061,1460,2241,17.15987952,9.840120482
3/19/2021,09:45,482,578,28,93,684,98405,1529,2604,15.31473118,12.68526882
3/19/2021,16:15,499,623,27,83,498,97960,1555,2241,17.15987952,9.840120482
3/19/2021,16:30,498,622,27,86,305,97961,1556,2322,16.56127907,10.43872093
3/19/2021,16:45,498,621,26,88,218,97965,1557,2288,16.18488636,9.815113636
3/20/2021,09:15,470,551,28,86,558,98234,1623,2408,16.56127907,11.43872093
3/20/2021,17:00,488,600,25,85,158,97759,1654,2125,16.75611765,8.243882353
3/20/2021,17:15,487,598,24,91,111,97749,1655,2184,15.65131868,8.348681319
3/21/2021,16:45,474,562,22,84,205,97875,1749,1848,16.95559524,5.044404762
3/21/2021,17:00,474,561,21,89,152,97847,1750,1869,16.00303371,4.996966292
3/21/2021,17:15,474,559,21,91,142,97830,1751,1911,15.65131868,5.348681319
3/22/2021,12:30,456,520,27,90,1216,98272,1828,2430,15.82522222,11.17477778
3/22/2021,16:30,459,532,27,87,406,98147,1844,2349,16.37091954,10.62908046
3/22/2021,16:45,459,532,26,84,277,98152,1845,2184,16.95559524,9.044404762
3/23/2021,01:30,454,489,20,93,0,98092,1880,1860,15.31473118,4.685268817
3/23/2021,13:00,437,489,25,94,878,98566,1926,2350,15.15180851,9.848191489
3/23/2021,13:15,437,489,25,88,591,98519,1927,2200,16.18488636,8.815113636
3/23/2021,13:30,437,489,24,89,427,98521,1928,2136,16.00303371,7.996966292
3/24/2021,09:15,411,447,25,94,535,98744,2007,2350,15.15180851,9.848191489
3/24/2021,09:30,411,450,26,89,572,98758,2008,2314,16.00303371,9.996966292
3/24/2021,17:00,421,475,24,86,190,98357,2038,2064,16.56127907,7.43872093
3/24/2021,17:15,420,474,23,92,138,98360,2039,2116,15.48119565,7.518804348
3/25/2021,09:00,409,437,24,96,587,98551,2102,2304,14.83614583,9.163854167
3/25/2021,09:15,409,439,25,90,638,98570,2103,2250,15.82522222,9.174777778
3/25/2021,09:30,410,440,25,85,689,98599,2104,2125,16.75611765,8.243882353
3/25/2021,17:15,415,459,22,88,121,98295,2135,1936,16.18488636,5.815113636
3/26/2021,09:00,403,428,25,89,681,98437,2198,2225,16.00303371,8.996966292
3/26/2021,09:15,404,430,25,83,732,98450,2199,2075,17.15987952,7.840120482
3/26/2021,17:15,407,446,24,92,135,97975,2231,2208,15.48119565,8.518804348
3/27/2021,09:00,403,421,27,92,732,98200,2294,2484,15.48119565,11.51880435
3/27/2021,17:30,404,426,24,81,89,97853,2328,1944,17.58358025,6.416419753
3/27/2021,17:45,403,424,23,94,47,97857,2329,2162,15.15180851,7.848191489
3/28/2021,08:45,405,414,27,94,712,98004,2389,2538,15.15180851,11.84819149
3/28/2021,17:00,410,407,29,93,232,97495,2422,2697,15.31473118,13.68526882
3/29/2021,08:30,407,397,25,91,555,97784,2484,2275,15.65131868,9.348681319
3/29/2021,08:45,407,399,26,84,669,97781,2485,2184,16.95559524,9.044404762
3/29/2021,17:15,407,377,28,91,196,97222,2519,2548,15.65131868,12.34868132
3/30/2021,08:30,402,383,26,91,787,97133,2580,2366,15.65131868,10.34868132
3/30/2021,19:15,395,343,24,81,0,97124,2623,1944,17.58358025,6.416419753
3/30/2021,19:30,395,344,23,82,0,97139,2624,1886,17.36914634,5.630853659
3/30/2021,19:45,395,344,23,83,0,97157,2625,1909,17.15987952,5.840120482
3/30/2021,20:00,395,345,22,82,0,97173,2626,1804,17.36914634,4.630853659
3/30/2021,20:15,395,345,22,82,0,97197,2627,1804,17.36914634,4.630853659
3/30/2021,20:30,395,345,22,86,0,97222,2628,1892,16.56127907,5.43872093
3/30/2021,20:45,395,346,21,88,0,97234,2629,1848,16.18488636,4.815113636
3/30/2021,21:00,395,346,21,85,0,97246,2630,1785,16.75611765,4.243882353
3/30/2021,21:15,395,347,21,83,0,97250,2631,1743,17.15987952,3.840120482
3/30/2021,21:30,396,347,21,83,0,97262,2632,1743,17.15987952,3.840120482
3/30/2021,21:45,396,348,21,83,0,97271,2633,1743,17.15987952,3.840120482
3/30/2021,22:00,395,348,20,87,0,97273,2634,1740,16.37091954,3.62908046
3/30/2021,22:15,396,348,20,91,0,97289,2635,1820,15.65131868,4.348681319
3/31/2021,07:30,395,355,18,84,442,97329,2672,1512,16.95559524,1.044404762
3/31/2021,20:30,387,330,15,76,0,97403,2724,1140,18.74039474,-3.740394737
3/31/2021,20:45,387,331,14,79,0,97410,2725,1106,18.02873418,-4.028734177
3/31/2021,21:00,387,330,14,84,0,97426,2726,1176,16.95559524,-2.955595238
3/31/2021,21:15,387,331,13,90,0,97422,2727,1170,15.82522222,-2.825222222
04-01-2021,05:45:00,387,338,10,92,31,97283,2761,920,15.48119565,-5.481195652
04-01-2021,06:00:00,387,338,10,93,77,97306,2762,930,15.31473118,-5.314731183
04-01-2021,06:15:00,387,339,10,93,118,97319,2763,930,15.31473118,-5.314731183
04-01-2021,06:45:00,386,339,12,93,174,97347,2765,1116,15.31473118,-3.314731183
04-01-2021,07:00:00,386,340,13,81,190,97360,2766,1053,17.58358025,-4.583580247
04-01-2021,19:15:00,374,311,15,78,0,97412,2815,1170,18.25987179,-3.259871795
04-01-2021,19:30:00,374,312,15,77,0,97433,2816,1155,18.49701299,-3.497012987
04-01-2021,19:45:00,374,312,14,79,0,97448,2817,1106,18.02873418,-4.028734177
04-01-2021,20:00:00,374,313,14,82,0,97463,2818,1148,17.36914634,-3.369146341
04-01-2021,20:15:00,374,314,13,90,0,97479,2819,1170,15.82522222,-2.825222222
04-01-2021,20:30:00,374,315,13,93,0,97494,2820,1209,15.31473118,-2.314731183
04-02-2021,07:15:00,375,325,14,81,255,97675,2863,1134,17.58358025,-3.583580247
04-02-2021,20:00:00,361,295,12,81,0,97881,2914,972,17.58358025,-5.583580247
04-02-2021,20:15:00,361,295,12,84,0,97894,2915,1008,16.95559524,-4.955595238
04-02-2021,20:30:00,361,296,11,87,0,97902,2916,957,16.37091954,-5.37091954
04-02-2021,20:45:00,361,296,11,87,0,97919,2917,957,16.37091954,-5.37091954
04-03-2021,07:15:00,364,310,15,83,296,98021,2959,1245,17.15987952,-2.159879518
04-03-2021,20:30:00,346,273,14,79,0,98083,3012,1106,18.02873418,-4.028734177
04-03-2021,20:45:00,346,274,13,81,0,98106,3013,1053,17.58358025,-4.583580247
04-03-2021,21:00:00,346,275,13,82,0,98112,3014,1066,17.36914634,-4.369146341
04-03-2021,21:15:00,347,276,13,81,0,98116,3015,1053,17.58358025,-4.583580247
04-03-2021,21:45:00,347,277,13,81,0,98139,3017,1053,17.58358025,-4.583580247
04-03-2021,22:00:00,347,278,13,85,0,98154,3018,1105,16.75611765,-3.756117647
04-03-2021,22:15:00,348,278,13,85,0,98148,3019,1105,16.75611765,-3.756117647
04-03-2021,22:30:00,348,279,13,82,0,98135,3020,1066,17.36914634,-4.369146341
04-03-2021,23:00:00,348,280,13,77,0,98135,3022,1001,18.49701299,-5.497012987
04-03-2021,23:15:00,348,281,12,89,0,98128,3023,1068,16.00303371,-4.003033708
04-03-2021,23:30:00,349,281,12,89,0,98124,3024,1068,16.00303371,-4.003033708
04-03-2021,23:45:00,349,281,11,92,0,98113,3025,1012,15.48119565,-4.481195652
04-04-2021,07:15:00,353,293,17,78,306,98134,3055,1326,18.25987179,-1.259871795
04-04-2021,21:30:00,331,245,16,78,0,98015,3112,1248,18.25987179,-2.259871795
04-05-2021,00:00:00,334,252,17,77,0,97966,3122,1309,18.49701299,-1.497012987
04-05-2021,01:45:00,336,256,19,76,0,97857,3129,1444,18.74039474,0.259605263
04-05-2021,02:00:00,336,256,18,81,0,97856,3130,1458,17.58358025,0.416419753
04-05-2021,02:15:00,337,256,18,84,0,97850,3131,1512,16.95559524,1.044404762
04-05-2021,02:30:00,337,257,18,87,0,97859,3132,1566,16.37091954,1.62908046
04-05-2021,02:45:00,337,257,18,87,0,97856,3133,1566,16.37091954,1.62908046
04-05-2021,03:00:00,337,257,17,89,0,97862,3134,1513,16.00303371,0.996966292
04-05-2021,03:15:00,338,258,17,92,0,97851,3135,1564,15.48119565,1.518804348
04-05-2021,03:30:00,338,258,16,93,0,97854,3136,1488,15.31473118,0.685268817
04-05-2021,07:15:00,341,265,21,82,420,98033,3151,1722,17.36914634,3.630853659
04-05-2021,23:00:00,323,230,18,75,0,97868,3214,1350,18.99026667,-0.990266667
04-06-2021,01:00:00,326,235,18,76,0,97847,3222,1368,18.74039474,-0.740394737
04-06-2021,01:15:00,326,236,17,81,0,97820,3223,1377,17.58358025,-0.583580247
04-06-2021,01:30:00,327,236,17,83,0,97824,3224,1411,17.15987952,-0.159879518
04-06-2021,01:45:00,327,237,17,87,0,97818,3225,1479,16.37091954,0.62908046
04-06-2021,02:00:00,327,238,17,87,0,97798,3226,1479,16.37091954,0.62908046
04-06-2021,02:15:00,328,238,16,88,0,97784,3227,1408,16.18488636,-0.184886364
04-06-2021,02:30:00,328,239,16,92,0,97772,3228,1472,15.48119565,0.518804348
04-06-2021,03:45:00,329,242,17,93,0,97765,3233,1581,15.31473118,1.685268817
04-06-2021,04:00:00,330,242,17,94,0,97782,3234,1598,15.15180851,1.848191489
04-06-2021,04:15:00,330,243,17,94,0,97798,3235,1598,15.15180851,1.848191489
04-06-2021,04:30:00,330,243,17,93,0,97785,3236,1581,15.31473118,1.685268817
04-06-2021,04:45:00,330,244,17,92,0,97777,3237,1564,15.48119565,1.518804348
04-06-2021,05:00:00,331,244,17,93,0,97787,3238,1581,15.31473118,1.685268817
04-06-2021,05:15:00,331,244,17,93,0,97796,3239,1581,15.31473118,1.685268817
04-06-2021,05:30:00,331,245,16,94,2,97799,3240,1504,15.15180851,0.848191489
04-06-2021,05:45:00,332,245,16,96,18,97798,3241,1536,14.83614583,1.163854167
04-06-2021,07:00:00,332,246,20,82,222,97869,3246,1640,17.36914634,2.630853659
04-06-2021,20:15:00,314,214,22,78,0,97842,3299,1716,18.25987179,3.740128205
04-07-2021,20:00:00,304,210,21,75,0,98080,3394,1575,18.99026667,2.009733333
04-07-2021,20:15:00,304,211,20,79,0,98093,3395,1580,18.02873418,1.971265823
04-07-2021,20:30:00,304,212,20,80,0,98105,3396,1600,17.803375,2.196625
04-07-2021,20:45:00,304,213,20,76,0,98116,3397,1520,18.74039474,1.259605263
04-07-2021,21:30:00,305,215,21,76,0,98136,3400,1596,18.74039474,2.259605263
04-07-2021,21:45:00,305,216,20,80,0,98140,3401,1600,17.803375,2.196625
04-07-2021,22:00:00,305,216,20,85,0,98142,3402,1700,16.75611765,3.243882353
04-07-2021,22:15:00,306,217,20,84,0,98139,3403,1680,16.95559524,3.044404762
04-07-2021,22:30:00,306,217,20,83,0,98137,3404,1660,17.15987952,2.840120482
04-07-2021,22:45:00,306,218,20,85,0,98127,3405,1700,16.75611765,3.243882353
04-07-2021,23:00:00,307,219,20,82,0,98116,3406,1640,17.36914634,2.630853659
04-07-2021,23:15:00,307,219,20,78,0,98109,3407,1560,18.25987179,1.740128205
04-07-2021,23:30:00,307,220,20,77,0,98094,3408,1540,18.49701299,1.502987013
04-07-2021,23:45:00,307,220,20,76,0,98093,3409,1520,18.74039474,1.259605263
04-08-2021,00:00:00,307,221,20,75,0,98084,3410,1500,18.99026667,1.009733333
04-08-2021,00:15:00,308,221,19,75,0,98069,3411,1425,18.99026667,0.009733333
04-08-2021,00:30:00,308,222,19,75,0,98054,3412,1425,18.99026667,0.009733333
04-08-2021,00:45:00,309,223,18,80,0,98042,3413,1440,17.803375,0.196625
04-08-2021,01:00:00,309,223,18,83,0,98040,3414,1494,17.15987952,0.840120482
04-08-2021,01:15:00,309,224,17,87,0,98022,3415,1479,16.37091954,0.62908046
04-08-2021,01:30:00,309,225,17,89,0,98006,3416,1513,16.00303371,0.996966292
04-08-2021,01:45:00,310,225,17,91,0,97987,3417,1547,15.65131868,1.348681319
04-08-2021,07:15:00,314,238,18,90,437,98072,3439,1620,15.82522222,2.174777778
04-08-2021,07:30:00,315,238,20,78,549,98083,3440,1560,18.25987179,1.740128205
04-08-2021,20:00:00,293,202,16,76,0,98019,3490,1216,18.74039474,-2.740394737
04-08-2021,20:45:00,294,205,15,76,0,98053,3493,1140,18.74039474,-3.740394737
04-08-2021,21:00:00,295,207,15,77,0,98067,3494,1155,18.49701299,-3.497012987
04-08-2021,21:15:00,295,208,15,78,0,98074,3495,1170,18.25987179,-3.259871795
04-08-2021,21:30:00,296,209,15,79,0,98074,3496,1185,18.02873418,-3.028734177
04-08-2021,21:45:00,296,210,14,83,0,98082,3497,1162,17.15987952,-3.159879518
04-08-2021,22:00:00,296,211,14,85,0,98087,3498,1190,16.75611765,-2.756117647
04-08-2021,22:15:00,297,212,14,86,0,98087,3499,1204,16.56127907,-2.56127907
04-08-2021,22:30:00,297,213,14,85,0,98076,3500,1190,16.75611765,-2.756117647
04-08-2021,22:45:00,298,214,14,82,0,98085,3501,1148,17.36914634,-3.369146341
04-08-2021,23:00:00,298,214,14,81,0,98075,3502,1134,17.58358025,-3.583580247
04-08-2021,23:15:00,298,215,14,82,0,98077,3503,1148,17.36914634,-3.369146341
04-08-2021,23:30:00,299,216,15,77,0,98086,3504,1155,18.49701299,-3.497012987
04-08-2021,23:45:00,299,217,14,78,0,98085,3505,1092,18.25987179,-4.259871795
04-09-2021,00:00:00,299,218,14,82,0,98082,3506,1148,17.36914634,-3.369146341
04-09-2021,00:15:00,300,218,13,86,0,98068,3507,1118,16.56127907,-3.56127907
04-09-2021,00:30:00,301,219,13,93,0,98056,3508,1209,15.31473118,-2.314731183
04-09-2021,07:00:00,309,236,17,89,280,98111,3534,1513,16.00303371,0.996966292
04-10-2021,04:30:00,297,217,13,77,0,98082,3620,1001,18.49701299,-5.497012987
04-10-2021,04:45:00,298,217,12,81,0,98093,3621,972,17.58358025,-5.583580247
04-10-2021,05:00:00,298,218,12,85,0,98101,3622,1020,16.75611765,-4.756117647
04-10-2021,05:15:00,299,219,11,92,1,98123,3623,1012,15.48119565,-4.481195652
04-10-2021,06:45:00,300,222,15,92,240,98222,3629,1380,15.48119565,-0.481195652
04-10-2021,23:45:00,272,191,14,77,0,98262,3697,1078,18.49701299,-4.497012987
04-11-2021,00:00:00,273,192,14,80,0,98256,3698,1120,17.803375,-3.803375
04-11-2021,00:15:00,274,194,13,80,0,98248,3699,1040,17.803375,-4.803375
04-11-2021,00:30:00,275,195,13,80,0,98243,3700,1040,17.803375,-4.803375
04-11-2021,00:45:00,276,196,13,82,0,98218,3701,1066,17.36914634,-4.369146341
04-11-2021,01:00:00,277,197,13,83,0,98200,3702,1079,17.15987952,-4.159879518
04-11-2021,01:15:00,278,199,13,82,0,98191,3703,1066,17.36914634,-4.369146341
04-11-2021,01:30:00,279,200,13,84,0,98181,3704,1092,16.95559524,-3.955595238
04-11-2021,01:45:00,280,201,14,82,0,98173,3705,1148,17.36914634,-3.369146341
04-11-2021,02:00:00,281,202,13,80,0,98152,3706,1040,17.803375,-4.803375
04-11-2021,02:15:00,282,203,13,84,0,98140,3707,1092,16.95559524,-3.955595238
04-11-2021,02:30:00,282,204,13,92,0,98124,3708,1196,15.48119565,-2.481195652
04-11-2021,06:30:00,293,218,15,94,924,98237,3724,1410,15.15180851,-0.151808511
4/13/2021,01:30,269,180,16,84,0,98150,3896,1344,16.95559524,-0.955595238
4/13/2021,01:45,270,182,17,82,0,98128,3897,1394,17.36914634,-0.369146341
4/13/2021,02:00,270,183,17,80,0,98118,3898,1360,17.803375,-0.803375
4/13/2021,02:15,272,184,17,77,0,98109,3899,1309,18.49701299,-1.497012987
4/13/2021,02:30,272,185,16,82,0,98085,3900,1312,17.36914634,-1.369146341
4/13/2021,02:45,273,187,16,81,0,98072,3901,1296,17.58358025,-1.583580247
4/13/2021,03:00,274,188,16,84,0,98071,3902,1344,16.95559524,-0.955595238
4/13/2021,03:15,275,189,16,85,0,98080,3903,1360,16.75611765,-0.756117647
4/13/2021,03:30,276,190,15,85,0,98069,3904,1275,16.75611765,-1.756117647
4/13/2021,03:45,277,191,15,87,0,98074,3905,1305,16.37091954,-1.37091954
4/13/2021,04:00,278,193,15,91,0,98070,3906,1365,15.65131868,-0.651318681
4/13/2021,04:15,279,193,16,82,0,98076,3907,1312,17.36914634,-1.369146341
4/14/2021,02:45,272,178,16,80,0,97926,3997,1280,17.803375,-1.803375
4/14/2021,03:00,273,179,17,78,0,97915,3998,1326,18.25987179,-1.259871795
4/14/2021,03:15,274,180,17,77,0,97905,3999,1309,18.49701299,-1.497012987
4/14/2021,03:30,275,181,17,79,0,97891,4000,1343,18.02873418,-1.028734177
4/14/2021,03:45,275,183,17,80,0,97897,4001,1360,17.803375,-0.803375
4/14/2021,04:00,277,184,17,85,0,97886,4002,1445,16.75611765,0.243882353
4/14/2021,04:15,277,185,18,79,0,97882,4003,1422,18.02873418,-0.028734177
4/14/2021,05:00,279,187,19,75,0,97879,4006,1425,18.99026667,0.009733333
4/15/2021,02:45,270,168,19,76,0,97734,4093,1444,18.74039474,0.259605263
4/15/2021,03:15,272,170,18,78,0,97735,4095,1404,18.25987179,-0.259871795
4/15/2021,03:30,273,170,18,81,0,97731,4096,1458,17.58358025,0.416419753
4/15/2021,03:45,274,171,18,78,0,97740,4097,1404,18.25987179,-0.259871795
4/15/2021,04:00,275,172,18,78,0,97744,4098,1404,18.25987179,-0.259871795
4/15/2021,04:15,275,173,18,82,0,97767,4099,1476,17.36914634,0.630853659
4/16/2021,03:00,275,167,15,76,0,97629,4190,1140,18.74039474,-3.740394737
4/16/2021,02:15,276,169,15,80,0,97622,4191,1200,17.803375,-2.803375
4/16/2021,02:30,277,170,15,79,0,97615,4192,1185,18.02873418,-3.028734177
4/16/2021,02:45,277,171,15,79,0,97620,4193,1185,18.02873418,-3.028734177
4/16/2021,03:00,278,172,15,85,0,97628,4194,1275,16.75611765,-1.756117647
4/16/2021,03:15,279,173,14,85,0,97652,4195,1190,16.75611765,-2.756117647
4/16/2021,03:30,280,174,14,88,0,97685,4196,1232,16.18488636,-2.184886364
4/16/2021,04:00,282,177,15,95,0,97698,4198,1425,14.99231579,0.007684211
4/16/2021,04:45,284,180,15,95,187,97739,4201,1425,14.99231579,0.007684211
4/16/2021,05:15,286,181,17,93,738,97778,4203,1581,15.31473118,1.685268817
4/16/2021,05:30,286,181,20,75,1130,97789,4204,1500,18.99026667,1.009733333
3/20/2021,14:30,489,609,34,43,2556,97878,1644,1462,33.12255814,0.87744186
3/20/2021,14:45,489,609,34,43,3508,97857,1645,1462,33.12255814,0.87744186
3/24/2021,13:15,425,489,32,43,3010,98509,2023,1376,33.12255814,-1.12255814
3/24/2021,13:30,425,488,33,41,3244,98480,2024,1353,34.73829268,-1.738292683
3/24/2021,13:45,425,487,33,42,3366,98451,2025,1386,33.91119048,-0.911190476
3/24/2021,14:00,425,487,34,41,3463,98421,2026,1394,34.73829268,-0.738292683
3/24/2021,14:15,425,486,34,41,3554,98399,2027,1394,34.73829268,-0.738292683
3/24/2021,14:30,425,487,34,39,3653,98388,2028,1326,36.51974359,-2.51974359
3/24/2021,14:45,426,487,34,39,3379,98384,2029,1326,36.51974359,-2.51974359
3/24/2021,15:00,425,485,33,42,2675,98380,2030,1386,33.91119048,-0.911190476
3/24/2021,15:15,425,484,31,42,1044,98378,2031,1302,33.91119048,-2.911190476
3/24/2021,15:30,425,483,30,42,735,98363,2032,1260,33.91119048,-3.911190476
3/25/2021,13:30,420,470,31,39,3186,98433,2120,1209,36.51974359,-5.51974359
3/25/2021,13:45,420,469,31,34,2857,98401,2121,1054,41.89029412,-10.89029412
3/25/2021,14:00,419,469,32,38,3426,98370,2122,1216,37.48078947,-5.480789474
3/25/2021,14:15,420,469,32,40,3195,98344,2123,1280,35.60675,-3.60675
3/25/2021,14:30,419,469,31,38,2277,98337,2124,1178,37.48078947,-6.480789474
3/25/2021,14:45,419,468,31,40,2537,98327,2125,1240,35.60675,-4.60675
3/25/2021,15:00,418,467,28,41,875,98332,2126,1148,34.73829268,-6.738292683
3/26/2021,13:00,416,464,33,43,2432,98245,2214,1419,33.12255814,-0.12255814
3/26/2021,13:30,416,462,34,42,3599,98196,2216,1428,33.91119048,0.088809524
3/26/2021,13:45,416,462,34,41,3607,98167,2217,1394,34.73829268,-0.738292683
3/26/2021,14:00,416,461,35,40,3678,98145,2218,1400,35.60675,-0.60675
3/26/2021,14:15,416,461,35,38,3758,98134,2219,1330,37.48078947,-2.480789474
3/26/2021,14:30,416,460,35,37,3942,98111,2220,1295,38.49378378,-3.493783784
3/26/2021,14:45,416,460,35,36,4090,98076,2221,1260,39.56305556,-4.563055556
3/26/2021,15:00,416,458,34,38,4084,98059,2222,1292,37.48078947,-3.480789474
3/26/2021,15:15,415,457,32,41,2623,98041,2223,1312,34.73829268,-2.738292683
3/27/2021,11:45,413,443,34,43,2316,98186,2305,1462,33.12255814,0.87744186
3/27/2021,12:00,414,447,34,40,2380,98161,2306,1360,35.60675,-1.60675
3/27/2021,12:15,415,447,35,41,2340,98143,2307,1435,34.73829268,0.261707317
3/27/2021,12:30,415,448,35,39,2370,98114,2308,1365,36.51974359,-1.51974359
3/27/2021,12:45,416,447,35,38,2311,98094,2309,1330,37.48078947,-2.480789474
3/27/2021,13:00,416,447,35,37,2742,98071,2310,1295,38.49378378,-3.493783784
3/27/2021,13:15,416,445,36,38,3652,98048,2311,1368,37.48078947,-1.480789474
3/27/2021,13:30,415,444,36,37,3757,98028,2312,1332,38.49378378,-2.493783784
